id;name
193;Адрар
194;Адуа
195;Адур
196;Адыгейск
197;Адыяман
198;Ажен
199;Аз-Зубара
200;Азамгарх
201;Азбрук
202;Аземмур
203;Азилаль
204;Азматгарх
205;Азми эль-Муфти
206;Азнакаево
207;Азов
208;Азру
209;Азуга
210;Азуса
211;Аиджал
212;Аидзувакамацу
213;Аиои
214;Аипе
215;Аираи
216;Аироли
217;Айбак
218;Айбасты
219;Айбельштадт
220;Айбеншток
221;Айваджик
222;Айвалык
223;Айво
224;Айгуа
225;Айдаркен
226;Айдахо-Фолс
227;Айдовшчина
228;Айдун
229;Айдын
230;Айдынджик
231;Айёлас
232;Айзенах
233;Айзенберг
234;Айзенхюттенштадт
235;Айзенштадт
236;Айзкраукле
237;Айзпуте
238;Айка
239;Айкунги
240;Айленбург
241;Айлеу
242;Аймогаста
243;Аймут
244;Айн эль-Баша
245;Айн-Бейда
246;Айн-Дефла
247;Айн-Млила
248;Айн-Темушент
249;Айн-Уссера
250;Айнажи
251;Айнару
252;Айнбек
253;Айнзидельн
254;Айнсилем
255;Айова-Сити
256;Айора
257;Айору
258;Айос-Николаос
259;Айриштаун-Саммерсайд
260;Айрум
261;Айсай
262;Айсаква
263;Айслебен
264;Айсфельд
265;Айтапе
266;Айтос
267;Айхах
268;Айхталь
269;Айхштет
270;Айя-Варвара
271;Айя-Напа
272;Айя-Параскеви
273;Айямонте
274;Айяпель
275;Ак-Булак
276;Ак-Довурак
277;Ак-Тюз
278;Акаа
279;Акаба
280;Акабира
281;Акаива
282;Акалтара
283;Аканди
284;Акапулько
285;Акари
286;Акаригуа
287;Акаси
288;Акасиас
289;Акатхиюр
290;Акбез
291;Акватия
292;Акворт
293;Акдагмадени
294;Акеведо
295;Акен
296;Акети
297;Акжужт
298;Аки
299;Акиак
300;Аким-Ода
301;Аким-Сведру
302;Акируно
303;Акисима
304;Акита
305;Акитаката
306;Акитания
307;Аккалкот
308;Аккелпур
309;Акко
310;Акколь
311;Аккра
312;Аккуавива
313;Акмяне
314;Акнисте
315;Ако
316;Акола
317;Аконибе
318;Акордат
319;Акот
320;Акраба
321;Акранес
322;Акрон
323;Акропонг
324;Аксай
325;Аксаково
326;Аксарай
327;Аксим
328;Акстафа
329;Аксу
330;Аксум
331;Актау
332;Актепе
333;Актобе
334;Актонвейл
335;Акуда
336;Акуила
337;Акуна
338;Акуне
339;Акуре
340;Акутан
341;Акхаура
342;Акхисар
343;Акхнур
344;Акча
345;Акчаабат
346;Акчадаг
347;Акчай
348;Акчакале
349;Акчакоджа
350;Акшехир
351;Акюль-дю-Нор
352;Акюрейри
353;Алабастер
354;Алаверди
355;Алавус
356;Алагир
357;Аладжа
358;Алаканук
359;Аламата
360;Аламданга
361;Аламеда-де-ла-Сагра
362;Аламида
363;Аламогордо
364;Аланг
365;Аланди
366;Аландха
367;Алансон
368;Аланья
369;Алапаевск
370;Алаплы
371;Алаппужа
372;Аларо
373;Алатырь
374;Алаурин-де-ла-Торре
375;Алаурин-эль-Гранде
376;Алахуэла
377;Алахуэлита
378;Алачам
379;Алашанькоу
380;Алашехир
381;Алаярви
382;Алба-Юлия
383;Албан
384;Албани
385;Албания
386;Албина
387;Албуфейра
388;Алвар
389;Алварадо
390;Алверка-ду-Рибатежу
391;Алга
392;Алгарробо
393;Алдан
394;Алдана
395;Алдона
396;Алег
397;Алей
398;Алейск
399;Алекнагик
400;Александрия
401;Александров
402;Александровац
403;Александровск
404;Александровск-Сахалинский
405;Александрув-Куявский
406;Александрув-Лодзинский
407;Александруполис
408;Алексеевка
409;Алексин
410;Алексинац
411;Алексиначки Рудник
412;Алелья
413;Ален
414;Алеппо
415;Алес
416;Алессандрия
417;Алехандрия
418;Алешд
419;Алёшки
420;Алжир
421;Алзамай
422;Али
423;Али-Аддэ
424;Али-Сабье
425;Алибаг
426;Алибунар
427;Алигарх
428;Аликадам
429;Аликанте
430;Аликиппа
431;Алингсос
432;Алиндао
433;Алипур-Чатха
434;Алипурдуар
435;Алис-Спрингс
436;Алитус
437;Алкасер-ду-Сал
438;Алкмар
439;Алкобаса
440;Аллада
441;Аллайанс
442;Аллакакет
443;Аллан
444;Аллапул
445;Аллахабад
446;Аллен
447;Аллендорф
448;Аллентаун
449;Аллоа
450;Аллюен
451;Алма-Ата
452;Алмада
453;Алмазная
454;Алмалык
455;Алмейрин
456;Алмере
457;Алмора
458;Алнавар
459;Аловера
460;Алонг
461;Алор-Сетар
462;Алотау
463;Алотенанго
464;Алоя
465;Алст
466;Алта
467;Алтай
468;Алто Кавале
469;Алтона
470;Алтуна
471;Алтус
472;Алтынова
473;Алтынолук
474;Алуксне
475;Алупка
476;Алур
477;Алушта
478;Алфаданга
479;Алфатар
480;Алхамбра
481;Алчевск
482;Аль-Айн
483;Аль-Аруи
484;Аль-Ауджа
485;Аль-Байда
486;Аль-Вакра
487;Аль-Вукаир
488;Аль-Дайиан
489;Аль-Джамалия
490;Аль-Джаф
491;Аль-Джувария
492;Аль-Джумайл
493;Аль-Дхаид
494;Аль-Махджуб
495;Аль-Фувайрит
496;Аль-Харара
497;Аль-Хор
498;Аль-Хувайр
499;Альба-де-Тормес
500;Альбайда
501;Альбаль
502;Альбания
503;Альбасете
504;Альбатера
505;Альберике
506;Альберт-Таун
507;Альберти
508;Альбертирша
509;Альбертон
510;Альби
511;Альбокс
512;Альбукерке
513;Альбштадт
514;Альверня
515;Альгайда
516;Альгвасас
517;Альдеретес
518;Альдоса
519;Альер
520;Алькала
521;Алькала-де-Гвадаира
522;Алькала-де-Чиверт
523;Алькала-де-Энарес
524;Алькала-дель-Рио
525;Алькала-ла-Реаль
526;Алькалде-Диас
527;Алькантарилья
528;Альканьис
529;Алькасар-де-Сан-Хуан
530;Алькасер
531;Алькобендас
532;Алькой
533;Альколеа-дель-Рио
534;Алькора
535;Алькоркон
536;Алькудиа-де-Карлет
537;Альма
538;Альмагро
539;Альмагуер
540;Альмаден
541;Альманса
542;Альмасора
543;Альмеида
544;Альменара
545;Альмендралехо
546;Альменсилья
547;Альмерия
548;Альметьевск
549;Альмиранте-Браун
550;Альмодовар-дель-Кампо
551;Альмолонга
552;Альмонте
553;Альморади
554;Альмусафес
555;Альпирсбах
556;Альпухарра
557;Альсасуа
558;Альсдорф
559;Альсира
560;Альслебен
561;Альсфельд
562;Альта-Грасия
563;Альтависта
564;Альтамира
565;Альтамура
566;Альтдорф
567;Альтдорф-Нюрнберг
568;Альтеа
569;Альтена
570;Альтенау
571;Альтенберг
572;Альтенбург
573;Альтенкирхен
574;Альтенстайг
575;Альтентрептов
576;Альтёттинг
577;Альтландсберг
578;Альто-Баудо
579;Альто-Осписио
580;Альтос-дель-Росарио
581;Альтурас
582;Альтштеттен
583;Альфаретта
584;Альфаро
585;Альфас-дель-Пи
586;Альфафар
587;Альфельд
588;Альфорвилль
589;Альхама-де-Альмериа
590;Альхама-де-Мурсия
591;Альхараке
592;Альхемеси
593;Альхесирас
594;Альхинет
595;Альцай
596;Альценау
597;Альшвиль
598;Альштедт
599;Алячаты
600;Ам-Тиман
601;Амага
602;Амагадхи
603;Амагасаки
604;Амадалаваласа
605;Амадор-Сити
606;Амадора
607;Амаигбо
608;Амакуса
609;Амалапурам
610;Амалнер
611;Амальфи
612;Амальяс
613;Амами
614;Амансио
615;Амаранти
616;Амарат
617;Амарилло
618;Амарпур
619;Амасья
620;Аматитлан
621;Амбагарх-Човки
622;Амбад
623;Амбаджи
624;Амбалавау
625;Амбалангода
626;Амбалема
627;Амбалиясан
628;Амбанья
629;Амбато
630;Амбатубуени
631;Амбатулампи
632;Амбатундразака
633;Амбатуфинандрахана
634;Амбеджогаи
635;Амберг
636;Амбивали-Тарф-Ванкхал
637;Амбиканагара
638;Амбикапур
639;Амбилубе
640;Амблер
641;Амбо
642;Амбоим
643;Амбон
644;Амбриз
645;Амбролаури
646;Амбуасари
647;Амбувумбе
648;Амбунти
649;Амбуситра
650;Амвросиевка
651;Амгури
652;Амелия
653;Амёнебург
654;Америка
655;Амерстберг
656;Амерсфорт
657;Амес
658;Амини
659;Амион
660;Амки
661;Амлабад
662;Амламе
663;Амли
664;Амлух
665;Амман
666;Аммон
667;Амо
668;Амора
669;Аморбах
670;Аморебьета-Эчано
671;Ампанихи
672;Ампара
673;Ампарафаравула
674;Ампстеа
675;Амравати
676;Амран
677;Амрели
678;Амрисвиль
679;Амритсар
680;Амроха
681;Амстелвен
682;Амстердам
683;Амтали
684;Амуррио
685;Амурск
686;Амхерст
687;Амштеттен
688;Амьен
689;Ан-Уавь
690;Анадия
691;Анадырь
692;Анакапалле
693;Анаклиа
694;Анако
695;Анаконда
696;Анактувук-Пасс
697;Анамур
698;Анан
699;Ананд
700;Анандапур
701;Ананднагар
702;Ананиндеуа
703;Анантапур
704;Анантнаг
705;Ананьев
706;Анапа
707;Анапоима
708;Анаполис
709;Анар-Дара
710;Анахайм
711;Анвайлер-на-Трифельсе
712;Анвара
713;Анвик
714;Ангарск
715;Ангермюнде
716;Англе
717;Англез
718;Анго
719;Анголь
720;Ангорам
721;Ангостура
722;Ангоше
723;Ангра-ду-Эроишму
724;Ангрен
725;Ангулем
726;Ангун
727;Ангьен
728;Андада
729;Андалусия
730;Андальгала
731;Андапа
732;Андараб
733;Андауайлас
734;Анденн
735;Андернах
736;Андерсон
737;Андес
738;Анджангаон
739;Анджар
740;Анджу
741;Андзё
742;Андижан
743;Андиламена
744;Андоайн
745;Андовер
746;Андорра-ла-Велья
747;Андрач
748;Андреаполь
749;Андриевица
750;Андрия
751;Андрос-Таун
752;Андрушевка
753;Андрыхув
754;Андуло
755;Андухар
756;Андхой
757;Андырын
758;Анекал
759;Анехо
760;Анже
761;Анжеро-Судженск
762;Аниак
763;Анива
764;Аникщяй
765;Анина
766;Аниноаса
767;Анисок
768;Анказуабу
769;Анказубе
770;Анкара
771;Анкени
772;Анклав
773;Анклам
774;Анклешвар
775;Анкола
776;Анкона
777;Анкоридж
778;Анлога
779;Анна-Реджина
780;Аннаба
781;Аннаберг-Буххольц
782;Аннабург
783;Аннака
784;Аннаполис
785;Аннаполис-Роял
786;Аннау
787;Аннемассе
788;Аннеси
789;Аннигери
790;Аннистон
791;Аннополь
792;Аннотто-Бэй
793;Анню
794;Анолаима
795;Аномабу
796;Анори
797;Анс-а-Во
798;Анс-а-Галет
799;Анс-а-Питр
800;Анс-а-Фолёр
801;Анс-Буало
802;Анс-д'Эно
803;Анс-Лавуа
804;Анс-о-Пен
805;Анс-Руаяль
806;Анс-Руж
807;Анс-Этуаль
808;Анса
809;Ансан
810;Ансбах
811;Ансерма
812;Ансермануэво
813;Ансоайн
814;Ансоатеги
815;Ансуйя
816;Ансфельден
817;Ансян
818;Антакья
819;Анталаха
820;Анталия
821;Анталья
822;Антананариву
823;Антанифутси
824;Антверпен
825;Антекера
826;Антиб
827;Антиго-Кускатлан
828;Антигониш
829;Антигуа-Гуатемала
830;Антиок
831;Антиполо
832;Антони
833;Антоново
834;Антофагаста
835;Антрацит
836;Антрим
837;Антсла
838;Антуэн
839;Анугул
840;Анурадхапура
841;Анусибеанала
842;Анхелополис
843;Анцио
844;Анцирабе
845;Анцирамбазаха
846;Анциранана
847;Анцухихи
848;Анчараканди
849;Аньго
850;Аньда
851;Аньер-сюр-Сен
852;Анькан
853;Аньлу
854;Аньнин
855;Аньо
856;Аньовер-де-Тахо
857;Аньоне
858;Аньос
859;Аньцин
860;Аньцю
861;Аньшань
862;Аньшунь
863;Аньяма
864;Аньян
865;Аньятуйя
866;Анян
867;Аомори
868;Аоста
869;Апам
870;Апаран
871;Апаресида-ди-Гояния
872;Апартадо
873;Апатин
874;Апатиты
875;Апачи-Джанкшен
876;Апе
877;Апекс
878;Апелдорн
879;Апиа
880;Аплауэ
881;Аплтон
882;Аподака
883;Аполинарио-Саравия
884;Апольда
885;Апопа
886;Апостолес
887;Апостолово
888;Аппалачия
889;Аппенцелль
890;Аппер-Айленд-Коув
891;Аппер-Арлингтон
892;Аппер-Калскаг
893;Аппоматтокс
894;Апрелевка
895;Априлиа
896;Априлци
897;Апуло
898;Апшеронск
899;Ар-Райян
900;Ар-Рамза
901;Ар-Рувейс
902;Ар-Русайфа
903;Ара
904;Арааль
905;Арабан
906;Арава
907;Арагуа-де-Барселона
908;Арад
909;Арайхазар
910;Аракажу
911;Аракатака
912;Аракконам
913;Араклы
914;Арал
915;Аральск
916;Арамбагх
917;Арамбхада
918;Арамиль
919;Аранг
920;Арангурен
921;Аранда-де-Дуэро
922;Аранджеловац
923;Арандис
924;Аранзасу
925;Аранос
926;Аранс
927;Аранхуэс
928;Арао
929;Арар
930;Арарат
931;Арария
932;Аратока
933;Арау
934;Араука
935;Араукита
936;Арауре
937;Арачиново
938;Арб
939;Арба-Мынч
940;Арбелаес
941;Арберг
942;Арболеда
943;Арболедас
944;Арболетес
945;Арбон
946;Арборг
947;Арброт
948;Арбуга
949;Арбург
950;Арвада
951;Арвайхээр
952;Арвал
953;Арви
954;Арвиат
955;Аргамасилья-де-Альба
956;Аргамасилья-де-Калатрава
957;Арганда-дель-Рей
958;Аргос
959;Аргун
960;Аргунь
961;Ардатов
962;Ардахан
963;Ардебиль
964;Арден
965;Ардешен
966;Арди
967;Ардино
968;Ардмор
969;Ардон
970;Ардроссан
971;Аревало
972;Арёгала
973;Арегуа
974;Арекипа
975;Ареналь
976;Аренас-де-Сан-Педро
977;Арендал
978;Арендзее
979;Аренсбург
980;Ареньс-де-Мар
981;Ареньс-де-Монте
982;Арерадж
983;Арес
984;Ареццо
985;Аржантёй
986;Аржентона
987;Арзамас
988;Ариана
989;Аривунимаму
990;Аригуани
991;Арида
992;Аризона
993;Арика
994;Ариле
995;Арима
996;Аринсаль
997;Арифвала
998;Ариэль
999;Ариялур
1000;Аркабуко
1001;Аркадак
1002;Аркадельфия
1003;Аркадия
1004;Аркалгуд
1005;Аркалык
1006;Арканзас-Сити
1007;Арки
1008;Арклоу
1009;Аркола
1010;Аркос-де-ла-Фронтера
1011;Арлингтон
1012;Арлингтон-Хайтс
1013;Арлит
1014;Арлон
1015;Арль
1016;Арма
1017;Армавир
1018;Армант
1019;Армантьер
1020;Армения
1021;Армеро
1022;Армидейл
1023;Армстронг
1024;Армуталан
1025;Армянск
1026;Арнебург
1027;Арнедо
1028;Арнем
1029;Арниа
1030;Арнике
1031;Арнис
1032;Арно
1033;Арнолд
1034;Арнолдс-Коув
1035;Арнприор
1036;Арнсберг
1037;Арнштайн
1038;Аро
1039;Аррайхан
1040;Аррас
1041;Аррах
1042;Арресифе
1043;Арресифес
1044;Арройо-де-ла-Энкомьенда
1045;Арройохондо
1046;Арсеньев
1047;Арсикере
1048;Арсин
1049;Арск
1050;Арсуа
1051;Арсхот
1052;Арта
1053;Арта-Терме
1054;Арташат
1055;Артвин
1056;Артейхо
1057;Артём
1058;Артемида
1059;Артемиса
1060;Артёмовск
1061;Артёмовский
1062;Артенья
1063;Артерн
1064;Артес
1065;Артигас
1066;Артижа
1067;Артик
1068;Артурс-Таун
1069;Артуш
1070;Ару
1071;Аруа
1072;Аруппуккоттаи
1073;Арур
1074;Аруша
1075;Архави
1076;Архангельск
1077;Архелия
1078;Архес
1079;Архона
1080;Арцберг
1081;Арциз
1082;Арчена
1083;Аршан
1084;Арыс
1085;Арыташ
1086;Арэза
1087;Ас-Сарих
1088;Ас-Хусун
1089;Асаба
1090;Асаго
1091;Асадабад
1092;Асака
1093;Асакура
1094;Асакути
1095;Асаманкесе
1096;Асан
1097;Асанкхурд
1098;Асансол
1099;Асаргиндж
1100;Асау
1101;Асахи
1102;Асахикава
1103;Асбест
1104;Асбесто
1105;Асеновград
1106;Асенсьон
1107;Асерри
1108;Асибецу
1109;Асика
1110;Асикага
1111;Асино
1112;Асия
1113;Аск
1114;Аскан
1115;Абу Нусайр
1116;Аскар
1117;Асколи Пичено
1118;Аскона
1119;Аскуит
1120;Аслар
1121;Асмэра
1122;Асналькольяр
1123;Асо
1124;Асогес
1125;Асод
1126;Асомада
1127;Аспе
1128;Асперг
1129;Аспропиргос
1130;Асри
1131;Ассамо
1132;Ассандх
1133;Ассасуни
1134;Ассен
1135;Ассинибоя
1136;Астана
1137;Астара
1138;Асти
1139;Астигаррага
1140;Асторга
1141;Астрахань
1142;Астреа
1143;Асуа-де-Компостела
1144;Асуага
1145;Асуан
1146;Асукека-де-Энарес
1147;Асуль
1148;Асунсьон
1149;Асунсьона-Мита
1150;Асьют
1151;Асэб
1152;Асэлла
1153;Ат
1154;Атабаска
1155;Атай
1156;Атак
1157;Атакент
1158;Атако
1159;Атакпаме
1160;Атамбуа
1161;Атами
1162;Атамурат
1163;Атар
1164;Атаскосита
1165;Атаюрт
1166;Атбара
1167;Атбасар
1168;Атвари
1169;Атгхария
1170;Атели
1171;Атенс
1172;Ати
1173;Ати-Мон
1174;Атием
1175;Атикокан
1176;Атильо-де-Лоба
1177;Атка
1178;Атказук
1179;Аткарск
1180;Атланта
1181;Атлантида
1182;Атлон
1183;Ато
1184;Ато-Коросаль
1185;Ато-Майор-дель-Реи
1186;Атонуэво
1187;Атпара
1188;Атрай
1189;Аттапы
1190;Аттард
1191;Аттендорн
1192;Аттингал
1193;Атток
1194;Атул
1195;Атфих
1196;Атхни
1197;Атча
1198;Атчисон
1199;Атырау
1200;Ауаса
1201;Ауачапан
1202;Ауб
1203;Аубари
1204;Аугсбург
1205;Ауденарде
1206;Ауденбюрг
1207;Ауки
1208;Аулендорф
1209;Ауляд-Сакр
1210;Аума
1211;Аурад
1212;Аурангабад
1213;Аурих
1214;Ауса
1215;Аусим
1216;Аутлук
1217;Аутоль
1218;Ауце
1219;Ауэ
1220;Ауэрбах
1221;Афабэт
1222;Афак
1223;Афгойе
1224;Афега
1225;Афзалпур
1226;Афины
1227;Афлао
1228;Афлу
1229;Афрагола
1230;Афула
1231;Аффольтерн-на-Альбисе
1232;Афшин
1233;Афьон-Карахисар
1234;Ахалкалаки
1235;Ахалцихе
1236;Ахарне
1237;Ахау
1238;Ахаус
1239;Ахваз
1240;Ахелой
1241;Ахен
1242;Ахерн
1243;Ахеро
1244;Ахивара
1245;Ахим
1246;Ахиок
1247;Ахлат
1248;Ахмадабад
1249;Ахмадпур-Ист
1250;Ахмедгарх
1251;Ахмеднагар
1252;Ахмедпур
1253;Ахмета
1254;Ахметли
1255;Ахмим
1256;Ахсу
1257;Ахтала
1258;Ахтопол
1259;Ахтубинск
1260;Ахтырка
1261;Ацтек
1262;Ацуги
1263;Аццано-Дечимо
1264;Ачабал
1265;Ачалпур
1266;Ачерра
1267;Ачи
1268;Ачинск
1269;Ачиреале
1270;Ачокалла
1271;Ачхнера
1272;Ачэн
1273;Аш
1274;Аша
1275;Ашаиман
1276;Ашак
1277;Ашаффенбург
1278;Ашбертон
1279;Ашдод
1280;Ашерслебен
1281;Ашим
1282;Ашириваль
1283;Ашкале
1284;Ашкелон
1285;Ашленд
1286;Ашмун
1287;Ашокнагар
1288;Ашта
1289;Аштаграм
1290;Аштарак
1291;Ашугандж
1292;Ашхабад
1293;Аюд
1294;Аюн-эль-Атрус
1295;Аютла
1296;Аюттхая
1297;Аябе
1298;Аявири
1299;Аягуз
1300;Аякучо
1301;Аянджик
1302;Аясе
1303;Аяччо
1304;Баабда
1305;Баакуба
1306;Баальбек
1307;Бабабе
1308;Бабадаг
1309;Бабаево
1310;Бабалешвар
1311;Бабаойо
1312;Бабати
1313;Бабаэски
1314;Бабелан
1315;Бабенхаузен
1316;Бабимост
1317;Бабиял
1318;Бабонно
1319;Баборув
1320;Бабугандж
1321;Бабушкин
1322;Бабушница
1323;Бавку
1324;Бавлы
1325;Бавшар
1326;Багадо
1327;Багануур
1328;Багата
1329;Багатипара
1330;Багаха
1331;Багахангай
1332;Багдад
1333;Багдати
1334;Багерия
1335;Багерхат
1336;Багешвар
1337;Баглунг
1338;Багмара
1339;Багратионовск
1340;Багуа
1341;Багуа-Гранде
1342;Багха
1343;Багхерпара
1344;Бад Ишль
1345;Бад-Айблинг
1346;Бад-Арользен
1347;Бад-Бевензен
1348;Бад-Бельциг
1349;Бад-Бентхайм
1350;Бад-Бергцаберн
1351;Бад-Берка
1352;Бад-Берлебург
1353;Бад-Бернек
1354;Бад-Бибра
1355;Бад-Бланкенбург
1356;Бад-Брайзиг
1357;Бад-Брамштедт
1358;Бад-Брюккенау
1359;Бад-Бухау
1360;Бад-Вальдзе
1361;Бад-Вёрисхофен
1362;Бад-Вильдбад
1363;Бад-Вильдунген
1364;Бад-Вильснак
1365;Бад-Вимпфен
1366;Бад-Виндсхайм
1367;Бад-Вурцах
1368;Бад-Вюнненберг
1369;Бад-Гандерсхайм
1370;Бад-Гарцбург
1371;Бад-Готлойба-Берггисхюбель
1372;Бад-Грисбах-им-Ротталь
1373;Бад-Грунд
1374;Бад-Доберан
1375;Бад-Дрибург
1376;Бад-Дюбен
1377;Бад-Дюркхайм
1378;Бад-Дюрренберг
1379;Бад-Дюрхайм
1380;Бад-Закса
1381;Бад-Зальцдетфурт
1382;Бад-Зальцунген
1383;Бад-Зальцуфлен
1384;Бад-Заульгау
1385;Бад-Зегеберг
1386;Бад-Зекинген
1387;Бад-Зобернхайм
1388;Бад-Зоден
1389;Бад-Зоден-Аллендорф
1390;Бад-Зоден-Зальмюнстер
1391;Бад-Зульца
1392;Бад-Зюльце
1393;Бад-Ибург
1394;Бад-Камберг
1395;Бад-Карлсхафен
1396;Бад-Кёниг
1397;Бад-Кёнигсхофен-им-Грабфельд
1398;Бад-Кёстриц
1399;Бад-Кёцтинг
1400;Бад-Киссинген
1401;Бад-Кольберг-Хельдбург
1402;Бад-Кройцнах
1403;Бад-Кроцинген
1404;Бад-Лангензальца
1405;Бад-Ласфе
1406;Бад-Лаузик
1407;Бад-Лаукстедт
1408;Бад-Лаутерберг
1409;Бад-Либенверда
1410;Бад-Либенцелль
1411;Бад-Либенштайн
1412;Бад-Липшпринге
1413;Бад-Лобенштайн
1414;Бад-Мариенберг
1415;Бад-Мергентхайм
1416;Бад-Мускау
1417;Бад-Мюндер-ам-Дайстер
1418;Бад-Мюнстер-на-Штайн-Эбернбурге
1419;Бад-Мюнстерайфель
1420;Бад-Наухайм
1421;Бад-Нендорф
1422;Бад-Нойенар-Арвайлер
1423;Бад-Нойштадт-на-Заале
1424;Бад-Ольдесло
1425;Бад-Орб
1426;Бад-Пирмонт
1427;Бад-Райхенхалль
1428;Бад-Раппенау
1429;Бад-Родах
1430;Бад-Тайнах-Цафельштайн
1431;Бад-Тёльц
1432;Бад-Тенштедт
1433;Бад-Урах
1434;Бад-Фаллингбостель
1435;Бад-Фёслау
1436;Бад-Фильбель
1437;Бад-Фрайенвальде
1438;Бад-Франкенхаузен-Кифхойзер
1439;Бад-Фридрихсхалль
1440;Бад-Хённинген
1441;Бад-Херренальб
1442;Бад-Херсфельд
1443;Бад-Хомбург
1444;Бад-Хоннеф
1445;Бад-Шандау
1446;Бад-Швальбах
1447;Бад-Швартау
1448;Бад-Шмидеберг
1449;Бад-Штаффельштайн
1450;Бад-Шуссенрид
1451;Бад-Эйнхаузен
1452;Бад-Эльстер
1453;Бад-Эмс
1454;Бадагаон
1455;Бадалгачхи
1456;Бадалона
1457;Бадаргандж
1458;Бадаун
1459;Бадах
1460;Бадахос
1461;Бадди
1462;Баде-Бачели
1463;Баден
1464;Баден-Баден
1465;Бадепалле
1466;Баджиль
1467;Баджитпур
1468;Бадиа-дель-Вальес
1469;Бадин
1470;Бадолатоса
1471;Бадр
1472;Баду
1473;Бадулла
1474;Бадхаргхат
1475;Базель
1476;Базимини
1477;Базпур
1478;Баи-Верт
1479;Баиладорес
1480;Баилундо
1481;Баирганиа
1482;Баия-де-Каракес
1483;Байбурт
1484;Байдабо
1485;Байджи
1486;Байе
1487;Байерсдорф
1488;Байи
1489;Байина-Башта
1490;Байинь
1491;Байкальск
1492;Байконур
1493;Байлен
1494;Байльнгрис
1495;Баймак
1496;Байона
1497;Байонна
1498;Байрамали
1499;Байрамич
1500;Байройт
1501;Байсэ
1502;Байт Рас
1503;Байт-эд-Дин
1504;Байтбридж
1505;Байцзуань
1506;Байцзянтан
1507;Байчэн
1508;Байшань
1509;Байя
1510;Байя-Бланка
1511;Байя-Фарта
1512;Бака-Джат
1513;Бакай
1514;Бакал
1515;Бакар
1516;Бакау
1517;Баква-Калонжи
1518;Бакергандж
1519;Бакзянг
1520;Баки
1521;Бакленд
1522;Бакльеу
1523;Бакнанг
1524;Бакнинь
1525;Баков-над-Йизероу
1526;Баколод
